Date,Home,Away,HG,AG,Res
28/4/2023,Rotherham United,Cardiff City,1,2,A
27/4/2023,Sheffield United,West Bromwich Albion,2,0,H
26/4/2023,Blackburn Rovers,Burnley,0,1,A
25/4/2023,Luton Town,Middlesbrough,2,1,H
23/4/2023,West Bromwich Albion,Sunderland,1,2,A
23/4/2023,Preston North End,Blackburn Rovers,1,1,D
22/4/2023,Wigan Athletic,Millwall,2,1,H
22/4/2023,Coventry City,Reading,2,1,H
22/4/2023,Bristol City,Rotherham United,2,1,H
22/4/2023,Hull City,Watford,1,0,H
22/4/2023,Cardiff City,Stoke City,1,1,D
22/4/2023,Burnley,Queens Park Rangers,1,2,A
22/4/2023,Norwich City,Swansea City,0,3,A
22/4/2023,Birmingham City,Blackpool,0,1,A
16/4/2023,Blackburn Rovers,Hull City,0,0,D
15/4/2023,Middlesbrough,Norwich City,5,1,H
15/4/2023,Sheffield United,Cardiff City,4,1,H
15/4/2023,Watford,Bristol City,2,0,H
15/4/2023,Sunderland,Birmingham City,2,1,H
15/4/2023,Millwall,Preston North End,2,0,H
15/4/2023,Swansea City,Huddersfield Town,1,0,H
15/4/2023,Stoke City,West Bromwich Albion,1,2,A
15/4/2023,Blackpool,Wigan Athletic,1,0,H
15/4/2023,Rotherham United,Luton Town,0,2,A
15/4/2023,Reading,Burnley,0,0,D
15/4/2023,Queens Park Rangers,Coventry City,0,3,A
8/4/2023,Sunderland,Hull City,4,4,D
8/4/2023,Middlesbrough,Burnley,1,2,A
7/4/2023,Rotherham United,West Bromwich Albion,3,1,H
7/4/2023,Watford,Huddersfield Town,2,3,A
7/4/2023,Stoke City,Bristol City,1,2,A
7/4/2023,Sheffield United,Wigan Athletic,1,0,H
7/4/2023,Reading,Birmingham City,1,1,D
7/4/2023,Blackpool,Cardiff City,1,3,A
7/4/2023,Swansea City,Coventry City,0,0,D
7/4/2023,Queens Park Rangers,Preston North End,0,2,A
7/4/2023,Blackburn Rovers,Norwich City,0,2,A
7/4/2023,Millwall,Luton Town,0,0,D
19/3/2023,Swansea City,Bristol City,2,0,H
18/3/2023,Middlesbrough,Preston North End,4,0,H
18/3/2023,Watford,Wigan Athletic,1,1,D
18/3/2023,Sunderland,Luton Town,1,1,D
18/3/2023,Reading,Hull City,1,1,D
18/3/2023,Blackpool,Coventry City,1,4,A
18/3/2023,Stoke City,Norwich City,0,0,D
18/3/2023,Queens Park Rangers,Birmingham City,0,1,A
18/3/2023,Millwall,Huddersfield Town,0,1,A
12/3/2023,Norwich City,Sunderland,0,1,A
11/3/2023,Burnley,Wigan Athletic,3,0,H
11/3/2023,Stoke City,Blackburn Rovers,3,2,H
11/3/2023,Preston North End,Cardiff City,2,0,H
11/3/2023,Birmingham City,Rotherham United,2,0,H
11/3/2023,Bristol City,Blackpool,2,0,H
11/3/2023,West Bromwich Albion,Huddersfield Town,1,0,H
11/3/2023,Swansea City,Middlesbrough,1,3,A
11/3/2023,Queens Park Rangers,Watford,1,0,H
11/3/2023,Coventry City,Hull City,1,1,D
11/3/2023,Sheffield United,Luton Town,0,1,A
11/3/2023,Reading,Millwall,0,1,A
28/2/2023,Swansea City,Rotherham United,1,1,D
25/2/2023,Burnley,Huddersfield Town,4,0,H
25/2/2023,Reading,Blackpool,3,1,H
25/2/2023,West Bromwich Albion,Middlesbrough,2,0,H
25/2/2023,Preston North End,Wigan Athletic,2,1,H
25/2/2023,Norwich City,Cardiff City,2,0,H
25/2/2023,Coventry City,Sunderland,2,1,H
25/2/2023,Sheffield United,Watford,1,0,H
25/2/2023,Queens Park Rangers,Blackburn Rovers,1,3,A
25/2/2023,Bristol City,Hull City,1,0,H
25/2/2023,Stoke City,Millwall,0,1,A
25/2/2023,Birmingham City,Luton Town,0,1,A
16/2/2023,Stoke City,Huddersfield Town,3,0,H
16/2/2023,Swansea City,Blackpool,2,1,H
16/2/2023,West Bromwich Albion,Blackburn Rovers,1,1,D
16/2/2023,Sheffield United,Middlesbrough,1,3,A
16/2/2023,Preston North End,Luton Town,1,1,D
16/2/2023,Bristol City,Wigan Athletic,1,1,D
15/2/2023,Norwich City,Hull City,3,1,H
15/2/2023,Reading,Rotherham United,2,1,H
15/2/2023,Burnley,Watford,1,1,D
15/2/2023,Coventry City,Millwall,1,0,H
15/2/2023,Queens Park Rangers,Sunderland,0,3,A
15/2/2023,Birmingham City,Cardiff City,0,2,A
8/2/2023,Blackpool,Huddersfield Town,2,2,D
7/2/2023,Blackburn Rovers,Wigan Athletic,0,0,D
4/2/2023,Swansea City,Birmingham City,3,4,A
4/2/2023,Middlesbrough,Blackpool,3,0,H
4/2/2023,Reading,Watford,2,2,D
4/2/2023,Preston North End,Bristol City,1,2,A
4/2/2023,Millwall,Sunderland,1,1,D
4/2/2023,Luton Town,Stoke City,1,0,H
4/2/2023,Hull City,Cardiff City,1,0,H
4/2/2023,Huddersfield Town,Queens Park Rangers,1,1,D
4/2/2023,West Bromwich Albion,Coventry City,1,0,H
4/2/2023,Rotherham United,Sheffield United,0,0,D
4/2/2023,Norwich City,Burnley,0,3,A
22/1/2023,Sunderland,Middlesbrough,2,0,H
21/1/2023,Stoke City,Reading,4,0,H
21/1/2023,Coventry City,Norwich City,2,4,A
21/1/2023,Burnley,West Bromwich Albion,2,1,H
21/1/2023,Watford,Rotherham United,1,1,D
21/1/2023,Queens Park Rangers,Swansea City,1,1,D
21/1/2023,Bristol City,Blackburn Rovers,1,1,D
