Date,Home,Away,HG,AG,Res
19/04/2023,Blackpool,West Bromwich Albion,0,2,A
19/04/2023,Rotherham United,Burnley,2,2,D
19/04/2023,Sheffield United,Bristol City,1,0,H
19/04/2023,Stoke City,Wigan Athletic,0,1,A
19/04/2023,Sunderland,Huddersfield Town,1,1,D
19/04/2023,Millwall,Birmingham City,0,1,A
20/04/2023,Blackburn Rovers,Coventry City,,,D
20/04/2023,Queens Park Rangers,Norwich City,,,D
20/04/2023,Swansea City,Preston North End,,,D
20/04/2023,Watford,Cardiff City,,,D
20/04/2023,Middlesbrough,Hull City,,,D
20/04/2023,Reading,Luton Town,,,D
15/04/2023,Middlesbrough,Norwich City,5,1,H
15/04/2023,Sheffield United,Cardiff City,4,1,H
15/04/2023,Blackpool,Wigan Athletic,1,0,H
15/04/2023,Millwall,Preston North End,2,0,H
15/04/2023,Queens Park Rangers,Coventry City,0,3,A
15/04/2023,Reading,Burnley,0,0,D
15/04/2023,Rotherham United,Luton Town,0,2,A
15/04/2023,Stoke City,West Bromwich Albion,1,2,A
15/04/2023,Sunderland,Birmingham City,2,1,H
15/04/2023,Swansea City,Huddersfield Town,1,0,H
15/04/2023,Watford,Bristol City,2,0,H
16/04/2023,Blackburn Rovers,Hull City,0,0,D
10/04/2023,Huddersfield Town,Blackburn Rovers,2,2,D
10/04/2023,Birmingham City,Stoke City,0,0,D
10/04/2023,Cardiff City,Sunderland,0,1,A
10/04/2023,Coventry City,Watford,2,2,D
10/04/2023,Hull City,Millwall,1,0,H
10/04/2023,Luton Town,Blackpool,3,1,H
10/04/2023,Norwich City,Rotherham United,0,0,D
10/04/2023,Preston North End,Reading,2,1,H
10/04/2023,West Bromwich Albion,Queens Park Rangers,2,2,D
10/04/2023,Wigan Athletic,Swansea City,0,2,A
11/04/2023,Bristol City,Middlesbrough,2,2,D
11/04/2023,Burnley,Sheffield United,2,0,H
07/04/2023,Millwall,Luton Town,0,0,D
07/04/2023,Rotherham United,West Bromwich Albion,3,1,H
07/04/2023,Blackburn Rovers,Norwich City,0,2,A
07/04/2023,Blackpool,Cardiff City,1,3,A
07/04/2023,Queens Park Rangers,Preston North End,0,2,A
07/04/2023,Reading,Birmingham City,1,1,D
07/04/2023,Sheffield United,Wigan Athletic,1,0,H
07/04/2023,Stoke City,Bristol City,1,2,A
07/04/2023,Swansea City,Coventry City,0,0,D
07/04/2023,Watford,Huddersfield Town,2,3,A
08/04/2023,Sunderland,Hull City,4,4,D
08/04/2023,Middlesbrough,Burnley,1,2,A
01/04/2023,Burnley,Sunderland,0,0,D
01/04/2023,Luton Town,Watford,2,0,H
01/04/2023,Preston North End,Blackpool,3,1,H
01/04/2023,Birmingham City,Blackburn Rovers,1,0,H
01/04/2023,Bristol City,Reading,1,1,D
01/04/2023,Cardiff City,Swansea City,2,3,A
01/04/2023,Coventry City,Stoke City,0,4,A
01/04/2023,Huddersfield Town,Middlesbrough,4,2,H
01/04/2023,Hull City,Rotherham United,0,0,D
01/04/2023,Norwich City,Sheffield United,0,1,A
01/04/2023,West Bromwich Albion,Millwall,0,0,D
