Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2019/2020,20/7/2019,19:30,FK Rostov,Spartak Moscow,2,2,D,2.49,3.06,3.26,2.63,3.2,3.3,2.45,2.99,3.1
Russia,Premier League,2019/2020,21/7/2019,12:00,Ural,Akhmat Grozny,3,0,H,2.88,3.06,2.77,2.92,3.15,3.04,2.77,2.97,2.73
Russia,Premier League,2019/2020,21/7/2019,14:30,Lokomotiv Moscow,Tambov,2,1,H,1.31,4.97,12.66,1.38,5.05,13.5,1.32,4.64,10.6
Russia,Premier League,2019/2020,21/7/2019,17:00,Dynamo Moscow,Rubin Kazan,0,1,A,1.74,3.44,5.81,1.84,3.44,6.3,1.75,3.27,5.36
Russia,Premier League,2019/2020,21/7/2019,19:30,Sochi,Zenit,0,2,A,4.99,3.69,1.77,6.2,3.88,1.81,4.86,3.61,1.72
Russia,Premier League,2019/2020,26/7/2019,18:00,Dynamo Moscow,Ural,2,0,H,1.7,3.8,5.37,1.77,3.86,5.5,1.68,3.63,5.09
Russia,Premier League,2019/2020,27/7/2019,12:00,Ufa,Krylya Sovetov,2,1,H,2.42,3,3.47,2.48,3.2,3.5,2.37,2.96,3.25
Russia,Premier League,2019/2020,27/7/2019,14:30,Tambov,Spartak Moscow,2,0,H,4.82,3.45,1.86,5.15,3.6,1.88,4.57,3.38,1.82
Russia,Premier League,2019/2020,27/7/2019,17:00,Krasnodar,Sochi,3,0,H,1.35,5.24,9.17,1.37,5.3,9.6,1.34,4.91,8.35
Russia,Premier League,2019/2020,28/7/2019,12:00,Orenburg,Zenit,0,2,A,5.44,3.8,1.69,6.7,3.94,1.73,5.29,3.63,1.67
Russia,Premier League,2019/2020,28/7/2019,14:30,Arsenal Tula,FK Rostov,2,3,A,3.03,3.04,2.67,3.15,3.1,2.68,2.91,2.98,2.58
Russia,Premier League,2019/2020,28/7/2019,17:00,CSKA Moscow,Lokomotiv Moscow,1,0,H,2.22,3.26,3.6,2.28,3.42,3.8,2.16,3.22,3.43
Russia,Premier League,2019/2020,29/7/2019,18:00,Rubin Kazan,Akhmat Grozny,1,0,H,2.82,2.94,2.95,2.88,2.96,3.04,2.76,2.83,2.85
Russia,Premier League,2019/2020,3/8/2019,12:00,Ural,FK Rostov,2,2,D,2.95,3.09,2.68,3.11,3.28,2.8,2.85,3.05,2.57
Russia,Premier League,2019/2020,3/8/2019,14:30,Krylya Sovetov,Lokomotiv Moscow,1,2,A,4.41,3.33,1.97,4.58,3.44,1.99,4.1,3.24,1.94
Russia,Premier League,2019/2020,3/8/2019,17:00,Spartak Moscow,Dynamo Moscow,0,0,D,2.94,3.15,2.65,2.94,3.2,3.12,2.81,3.08,2.59
Russia,Premier League,2019/2020,3/8/2019,19:30,Zenit,Krasnodar,1,1,D,1.72,4.16,4.65,1.78,4.16,5.1,1.7,3.92,4.47
Russia,Premier League,2019/2020,4/8/2019,14:30,Tambov,Arsenal Tula,0,1,A,2.8,3.11,2.81,2.95,3.19,3,2.64,3,2.81
Russia,Premier League,2019/2020,4/8/2019,17:00,Rubin Kazan,CSKA Moscow,0,1,A,3.94,3.31,2.09,4.48,3.34,2.15,3.86,3.16,2.05
Russia,Premier League,2019/2020,4/8/2019,19:30,Sochi,Ufa,0,0,D,2.43,3.07,3.37,2.48,3.28,3.45,2.34,3.02,3.24
Russia,Premier League,2019/2020,5/8/2019,18:00,Akhmat Grozny,Orenburg,2,1,H,1.85,3.53,4.68,1.9,3.6,5.25,1.83,3.35,4.5
Russia,Premier League,2019/2020,10/8/2019,12:00,Orenburg,Tambov,2,2,D,1.97,3.25,4.57,2.03,3.4,4.6,1.93,3.2,4.25
Russia,Premier League,2019/2020,10/8/2019,17:00,Dynamo Moscow,Zenit,0,2,A,3.4,3.22,2.33,4.14,3.32,2.33,3.43,3.17,2.17
Russia,Premier League,2019/2020,10/8/2019,17:00,Krasnodar,Rubin Kazan,1,0,H,1.54,4.02,6.97,1.61,4.02,7.4,1.54,3.82,6.32
Russia,Premier League,2019/2020,11/8/2019,12:00,Arsenal Tula,Ufa,1,0,H,2.27,3.01,3.82,2.28,3.3,3.92,2.18,3.02,3.63
Russia,Premier League,2019/2020,11/8/2019,14:30,Lokomotiv Moscow,Ural,4,0,H,1.39,4.83,8.81,1.45,4.83,10.5,1.39,4.52,8.01
Russia,Premier League,2019/2020,11/8/2019,17:00,CSKA Moscow,Sochi,0,0,D,1.39,4.65,9.31,1.42,4.8,11,1.37,4.54,8.56
Russia,Premier League,2019/2020,11/8/2019,19:30,Akhmat Grozny,Spartak Moscow,1,3,A,2.38,3.39,3.13,2.58,3.44,3.3,2.32,3.22,3.07
Russia,Premier League,2019/2020,12/8/2019,18:00,FK Rostov,Krylya Sovetov,1,0,H,1.59,3.91,6.42,1.63,4,7.7,1.58,3.79,5.9
Russia,Premier League,2019/2020,16/8/2019,16:00,Orenburg,Sochi,1,1,D,2.32,3.24,3.4,2.38,3.26,3.6,2.26,3.12,3.29
Russia,Premier League,2019/2020,17/8/2019,12:00,Ural,Krylya Sovetov,1,3,A,2.47,3.17,3.18,2.47,3.27,3.9,2.31,3.14,3.18
Russia,Premier League,2019/2020,17/8/2019,14:30,Tambov,Krasnodar,0,2,A,5.15,3.54,1.78,5.45,3.85,1.8,4.8,3.51,1.75
Russia,Premier League,2019/2020,17/8/2019,17:00,Zenit,Akhmat Grozny,0,0,D,1.33,5.22,10.14,1.36,5.4,12,1.32,4.94,9.42
Russia,Premier League,2019/2020,18/8/2019,12:00,Rubin Kazan,Arsenal Tula,1,0,H,2.37,2.99,3.58,2.44,3.1,3.84,2.29,2.97,3.42
Russia,Premier League,2019/2020,18/8/2019,14:30,Ufa,FK Rostov,2,0,H,2.93,2.98,2.8,3.28,3.09,2.92,2.91,2.92,2.62
Russia,Premier League,2019/2020,18/8/2019,17:00,Dynamo Moscow,Lokomotiv Moscow,1,2,A,3.31,3.2,2.38,3.72,3.22,2.64,3.13,3.06,2.38
Russia,Premier League,2019/2020,19/8/2019,18:00,Spartak Moscow,CSKA Moscow,2,1,H,2.8,3.15,2.77,2.85,3.28,2.97,2.73,3.1,2.65
Russia,Premier League,2019/2020,24/8/2019,12:00,Tambov,Dynamo Moscow,0,2,A,4.38,3.17,2.04,4.75,3.3,2.08,4.04,3.11,2.01
Russia,Premier League,2019/2020,24/8/2019,14:30,Ufa,Zenit,1,0,H,5.91,3.71,1.67,6.35,3.75,1.7,5.51,3.55,1.66
Russia,Premier League,2019/2020,24/8/2019,17:00,Krasnodar,Lokomotiv Moscow,1,1,D,2.71,3.34,2.73,2.95,3.35,2.8,2.66,3.2,2.64
Russia,Premier League,2019/2020,25/8/2019,14:30,CSKA Moscow,Akhmat Grozny,3,0,H,1.54,3.98,7.1,1.62,3.98,8,1.53,3.76,6.65
Russia,Premier League,2019/2020,25/8/2019,17:00,Krylya Sovetov,Spartak Moscow,1,2,A,2.83,3.21,2.71,3.22,3.23,2.76,2.82,3.11,2.56
Russia,Premier League,2019/2020,25/8/2019,17:00,FK Rostov,Rubin Kazan,2,1,H,1.85,3.34,5.08,2,3.36,5.08,1.86,3.22,4.6
Russia,Premier League,2019/2020,25/8/2019,19:30,Arsenal Tula,Orenburg,2,1,H,2.1,3.25,3.97,2.14,3.3,4.34,2.07,3.15,3.77
Russia,Premier League,2019/2020,26/8/2019,16:00,Ural,Sochi,3,1,H,2.47,3.18,3.17,2.5,3.23,3.48,2.38,3.11,3.08
Russia,Premier League,2019/2020,30/8/2019,18:00,Krylya Sovetov,Dynamo Moscow,0,0,D,3.88,3.2,2.15,3.95,3.25,2.4,3.58,3.07,2.17
Russia,Premier League,2019/2020,31/8/2019,9:30,Ufa,Orenburg,1,2,A,2.57,2.75,3.54,2.6,3.05,3.72,2.42,2.8,3.37
Russia,Premier League,2019/2020,31/8/2019,12:00,Rubin Kazan,Sochi,0,3,A,2.21,3.06,3.9,2.21,3.3,4.46,2.09,3.06,3.83
Russia,Premier League,2019/2020,31/8/2019,14:30,Lokomotiv Moscow,FK Rostov,1,2,A,1.75,3.63,5.26,1.88,3.7,5.9,1.74,3.48,4.93
Russia,Premier League,2019/2020,31/8/2019,17:00,Akhmat Grozny,Tambov,1,1,D,2.03,3.12,4.52,2.09,3.6,5,1.98,3.13,4.16
Russia,Premier League,2019/2020,1/9/2019,12:00,Ural,Krasnodar,2,4,A,3.61,3.72,2.05,3.8,3.72,2.1,3.5,3.5,2.02
Russia,Premier League,2019/2020,1/9/2019,14:30,Arsenal Tula,CSKA Moscow,1,2,A,4.54,3.61,1.86,4.7,3.61,2.11,4.34,3.39,1.85
Russia,Premier League,2019/2020,1/9/2019,17:00,Spartak Moscow,Zenit,0,1,A,3.48,3.5,2.17,3.6,3.52,2.58,3.28,3.34,2.17
Russia,Premier League,2019/2020,13/9/2019,18:00,Zenit,Arsenal Tula,3,1,H,1.3,5.42,11.62,1.33,5.6,12,1.29,5.07,10.41
Russia,Premier League,2019/2020,14/9/2019,14:30,Spartak Moscow,Ural,1,2,A,1.49,4.36,7.09,1.52,4.5,8.8,1.49,4.13,6.52
Russia,Premier League,2019/2020,14/9/2019,17:00,Sochi,Lokomotiv Moscow,0,1,A,4.58,3.56,1.87,5.25,3.56,1.93,4.28,3.42,1.85
Russia,Premier League,2019/2020,15/9/2019,12:00,Orenburg,Rubin Kazan,2,1,H,2.09,3.32,3.91,2.22,3.32,3.92,2.07,3.19,3.7
Russia,Premier League,2019/2020,15/9/2019,14:30,Tambov,CSKA Moscow,0,2,A,7.68,4.33,1.47,8,4.4,1.57,7.18,4.12,1.46
Russia,Premier League,2019/2020,15/9/2019,17:00,Krasnodar,Krylya Sovetov,4,2,H,1.47,4.37,7.53,1.51,4.6,8.8,1.45,4.29,7
Russia,Premier League,2019/2020,16/9/2019,18:00,Dynamo Moscow,Ufa,0,0,D,1.65,3.62,6.43,1.67,3.9,7.8,1.6,3.59,6.17
Russia,Premier League,2019/2020,16/9/2019,18:30,FK Rostov,Akhmat Grozny,2,1,H,1.7,3.68,5.6,1.74,3.8,6.2,1.66,3.57,5.37
Russia,Premier League,2019/2020,20/9/2019,15:30,Ufa,Spartak Moscow,1,0,H,3.36,3.06,2.44,3.76,3.15,2.44,3.3,3.03,2.32
Russia,Premier League,2019/2020,21/9/2019,12:00,Akhmat Grozny,Krylya Sovetov,1,1,D,2.07,3.41,3.87,2.14,3.41,4.62,2.05,3.22,3.74
Russia,Premier League,2019/2020,21/9/2019,17:00,Tambov,FK Rostov,2,1,H,5.27,3.81,1.71,5.5,3.81,1.9,4.81,3.49,1.75
Russia,Premier League,2019/2020,21/9/2019,17:00,Zenit,Rubin Kazan,5,0,H,1.27,5.79,11.88,1.31,5.79,15,1.28,5.25,10.92
Russia,Premier League,2019/2020,22/9/2019,9:30,Orenburg,Lokomotiv Moscow,2,3,A,3.3,3.23,2.37,3.64,3.29,2.37,3.24,3.16,2.26
Russia,Premier League,2019/2020,22/9/2019,12:00,Dynamo Moscow,Sochi,2,3,A,1.66,3.81,5.79,1.71,3.85,6.15,1.63,3.63,5.6
Russia,Premier League,2019/2020,22/9/2019,14:30,Arsenal Tula,Ural,1,1,D,2.04,3.41,3.98,2.12,3.5,3.98,2.03,3.32,3.68
Russia,Premier League,2019/2020,22/9/2019,17:00,CSKA Moscow,Krasnodar,3,2,H,2.13,3.55,3.53,2.18,3.55,3.75,2.1,3.37,3.42
Russia,Premier League,2019/2020,28/9/2019,12:00,Krylya Sovetov,Tambov,2,0,H,1.93,3.46,4.46,1.95,3.66,4.5,1.89,3.36,4.2
Russia,Premier League,2019/2020,28/9/2019,14:30,FK Rostov,Dynamo Moscow,3,0,H,2.18,3.29,3.68,2.22,3.46,3.85,2.13,3.2,3.54
Russia,Premier League,2019/2020,28/9/2019,17:00,Lokomotiv Moscow,Zenit,1,0,H,3.05,3.22,2.52,3.05,3.36,2.58,2.9,3.18,2.44
Russia,Premier League,2019/2020,29/9/2019,9:30,Ural,CSKA Moscow,0,3,A,4.73,4.13,1.71,5.65,4.13,1.83,4.65,3.79,1.7
Russia,Premier League,2019/2020,29/9/2019,12:00,Rubin Kazan,Ufa,0,0,D,2.79,2.95,2.96,2.81,2.98,3.4,2.67,2.85,2.92
Russia,Premier League,2019/2020,29/9/2019,14:30,Spartak Moscow,Orenburg,1,2,A,1.75,3.85,4.83,1.8,3.85,4.96,1.74,3.63,4.61
Russia,Premier League,2019/2020,29/9/2019,17:00,Krasnodar,Arsenal Tula,2,0,H,1.48,4.55,6.99,1.51,4.64,7.3,1.47,4.36,6.39
Russia,Premier League,2019/2020,30/9/2019,17:30,Sochi,Akhmat Grozny,2,0,H,2.26,3.12,3.67,2.26,3.3,3.8,2.18,3.1,3.52
Russia,Premier League,2019/2020,5/10/2019,9:30,Ufa,Akhmat Grozny,0,1,A,2.34,2.98,3.67,2.42,3.1,3.92,2.28,2.9,3.53
Russia,Premier League,2019/2020,5/10/2019,12:00,Orenburg,Dynamo Moscow,2,0,H,3.07,3.14,2.56,3.36,3.2,2.7,2.95,3.05,2.5
Russia,Premier League,2019/2020,5/10/2019,14:30,Rubin Kazan,Tambov,2,1,H,2.06,3.25,4.13,2.12,3.3,4.13,2.03,3.11,3.94
Russia,Premier League,2019/2020,5/10/2019,17:00,Sochi,Krylya Sovetov,0,2,A,2.16,3.3,3.72,2.21,3.42,3.85,2.1,3.23,3.55
Russia,Premier League,2019/2020,6/10/2019,9:30,Ural,Zenit,1,3,A,6.28,4.52,1.52,7.4,4.64,1.57,6.13,4.29,1.49
Russia,Premier League,2019/2020,6/10/2019,12:00,Lokomotiv Moscow,Arsenal Tula,2,1,H,1.6,4.04,6.07,1.62,4.25,7.4,1.56,3.91,5.84
Russia,Premier League,2019/2020,6/10/2019,14:30,CSKA Moscow,FK Rostov,1,3,A,1.68,3.96,5.3,1.86,3.96,5.6,1.69,3.71,4.94
Russia,Premier League,2019/2020,6/10/2019,17:00,Krasnodar,Spartak Moscow,2,1,H,1.82,3.84,4.43,1.82,4,4.8,1.78,3.72,4.28
Russia,Premier League,2019/2020,18/10/2019,17:30,Akhmat Grozny,Lokomotiv Moscow,0,2,A,2.75,3.24,2.76,2.91,3.25,2.9,2.67,3.12,2.69
Russia,Premier League,2019/2020,19/10/2019,12:00,Tambov,Ural,1,2,A,2.81,3.14,2.77,2.81,3.3,2.9,2.68,3.13,2.67
Russia,Premier League,2019/2020,19/10/2019,14:30,Spartak Moscow,Rubin Kazan,0,0,D,1.61,4.05,5.89,1.63,4.15,5.9,1.6,3.9,5.4
Russia,Premier League,2019/2020,19/10/2019,17:00,Zenit,FK Rostov,6,1,H,1.48,4.47,7.13,1.59,4.6,8.5,1.46,4.3,6.72
Russia,Premier League,2019/2020,20/10/2019,9:30,Orenburg,Krylya Sovetov,0,1,A,2.32,3.36,3.26,2.45,3.48,3.36,2.26,3.27,3.15
Russia,Premier League,2019/2020,20/10/2019,12:00,Ufa,CSKA Moscow,1,1,D,5.31,3.48,1.78,5.75,3.58,1.8,5.03,3.39,1.75
Russia,Premier League,2019/2020,20/10/2019,14:30,Arsenal Tula,Sochi,1,1,D,2.16,3.38,3.61,2.18,3.4,4.44,2.11,3.27,3.47
Russia,Premier League,2019/2020,20/10/2019,17:00,Dynamo Moscow,Krasnodar,1,1,D,2.63,3.4,2.77,2.81,3.44,2.77,2.6,3.24,2.67
Russia,Premier League,2019/2020,25/10/2019,17:30,Rubin Kazan,Ural,0,0,D,2.18,3.51,3.44,2.36,3.51,3.75,2.19,3.31,3.26
Russia,Premier League,2019/2020,26/10/2019,12:00,Tambov,Ufa,3,0,H,2.72,2.97,3.02,2.86,3.09,3.05,2.66,2.86,2.91
Russia,Premier League,2019/2020,26/10/2019,14:30,Akhmat Grozny,Arsenal Tula,1,1,D,2.36,3.32,3.23,2.42,3.32,3.35,2.31,3.18,3.11
Russia,Premier League,2019/2020,26/10/2019,17:00,FK Rostov,Sochi,2,0,H,1.62,3.9,6.12,1.66,4.05,8.1,1.6,3.81,5.64
Russia,Premier League,2019/2020,27/10/2019,11:00,Krylya Sovetov,Zenit,0,2,A,5.13,3.65,1.76,5.6,3.85,1.76,4.8,3.63,1.72
Russia,Premier League,2019/2020,27/10/2019,13:30,CSKA Moscow,Dynamo Moscow,0,1,A,1.93,3.51,4.35,1.97,3.74,4.68,1.87,3.44,4.18
Russia,Premier League,2019/2020,27/10/2019,13:30,Lokomotiv Moscow,Spartak Moscow,0,3,A,1.98,3.45,4.2,2.1,3.54,4.2,1.95,3.36,3.87
Russia,Premier League,2019/2020,27/10/2019,16:00,Krasnodar,Orenburg,1,1,D,1.58,4.15,5.97,1.62,4.35,6.55,1.56,4.08,5.52
Russia,Premier League,2019/2020,2/11/2019,11:00,Dynamo Moscow,Akhmat Grozny,1,1,D,1.73,3.61,5.48,1.79,3.62,5.9,1.7,3.46,5.27
Russia,Premier League,2019/2020,2/11/2019,11:00,Ufa,Lokomotiv Moscow,1,1,D,4.02,3.11,2.15,4.32,3.3,2.15,3.9,3.06,2.06
Russia,Premier League,2019/2020,2/11/2019,13:30,Sochi,Tambov,1,2,A,1.99,3.36,4.27,2.06,3.48,4.45,1.97,3.24,3.96
Russia,Premier League,2019/2020,2/11/2019,16:00,Zenit,CSKA Moscow,1,1,D,1.64,3.96,5.68,1.66,4.14,6.2,1.6,3.85,5.35
Russia,Premier League,2019/2020,3/11/2019,13:30,Krasnodar,FK Rostov,2,2,D,1.81,3.92,4.39,1.92,3.92,4.5,1.82,3.64,4.1
Russia,Premier League,2019/2020,4/11/2019,11:00,Ural,Orenburg,1,2,A,2.72,3.44,2.65,2.8,3.44,2.9,2.58,3.28,2.67
Russia,Premier League,2019/2020,4/11/2019,13:30,Krylya Sovetov,Rubin Kazan,0,0,D,2.32,3.19,3.45,2.42,3.3,3.8,2.26,3.12,3.29
Russia,Premier League,2019/2020,4/11/2019,16:00,Spartak Moscow,Arsenal Tula,0,1,A,1.75,3.59,5.36,1.78,3.65,5.7,1.72,3.52,4.94
Russia,Premier League,2019/2020,8/11/2019,16:30,Akhmat Grozny,Ural,0,0,D,1.88,3.58,4.49,1.95,3.65,4.64,1.86,3.41,4.24
Russia,Premier League,2019/2020,9/11/2019,11:00,Rubin Kazan,Dynamo Moscow,0,1,A,3.31,2.92,2.57,3.35,3.07,2.62,3.14,2.85,2.52
Russia,Premier League,2019/2020,9/11/2019,13:30,FK Rostov,Tambov,1,2,A,1.68,3.64,5.92,1.7,4.1,6.25,1.65,3.69,5.34
Russia,Premier League,2019/2020,9/11/2019,16:00,Spartak Moscow,Krylya Sovetov,2,0,H,1.68,3.86,5.49,1.74,3.86,6.6,1.66,3.71,5.12
Russia,Premier League,2019/2020,10/11/2019,8:30,Orenburg,Ufa,0,0,D,2.21,3.09,3.87,2.21,3.26,4.2,2.11,3.05,3.78
Russia,Premier League,2019/2020,10/11/2019,11:00,Arsenal Tula,Zenit,0,1,A,6.83,4.2,1.53,6.83,4.2,1.6,6.09,3.98,1.54
Russia,Premier League,2019/2020,10/11/2019,13:30,Sochi,CSKA Moscow,2,3,A,4.38,3.58,1.9,4.88,3.58,1.92,4.2,3.41,1.87
Russia,Premier League,2019/2020,10/11/2019,16:00,Lokomotiv Moscow,Krasnodar,1,1,D,2.45,3.54,2.9,2.5,3.6,3.26,2.43,3.28,2.87
Russia,Premier League,2019/2020,22/11/2019,16:30,Tambov,Lokomotiv Moscow,2,3,A,4.33,3.13,2,5.77,3.75,2.05,4.18,3.22,1.94
Russia,Premier League,2019/2020,23/11/2019,8:30,Orenburg,Akhmat Grozny,1,2,A,2.11,3.33,3.82,2.16,3.4,4.2,2.08,3.2,3.66
Russia,Premier League,2019/2020,23/11/2019,11:00,Rubin Kazan,Zenit,1,2,A,7.9,4.48,1.45,9.9,4.48,1.48,7.63,4.17,1.44
Russia,Premier League,2019/2020,23/11/2019,13:30,Dynamo Moscow,FK Rostov,2,1,H,2.26,3.16,3.63,2.34,3.3,3.65,2.24,3.07,3.39
Russia,Premier League,2019/2020,24/11/2019,8:30,Ufa,Sochi,1,1,D,2.13,3.11,4.08,2.28,3.15,4.52,2.15,2.95,3.83
Russia,Premier League,2019/2020,24/11/2019,11:00,Ural,Spartak Moscow,0,0,D,3.69,3.57,2.07,3.72,3.7,2.2,3.5,3.37,2.06
Russia,Premier League,2019/2020,24/11/2019,13:30,Arsenal Tula,Krasnodar,1,2,A,3.22,3.4,2.33,3.7,3.42,2.33,3.23,3.27,2.21
Russia,Premier League,2019/2020,24/11/2019,16:00,CSKA Moscow,Krylya Sovetov,1,0,H,1.41,4.48,9.02,1.45,4.55,10,1.4,4.29,8.19
Russia,Premier League,2019/2020,30/11/2019,11:00,Krylya Sovetov,Ufa,0,1,A,2.73,2.88,3.12,2.75,3.02,3.44,2.62,2.8,3.04
Russia,Premier League,2019/2020,30/11/2019,13:30,FK Rostov,Ural,0,0,D,1.58,4.21,5.95,1.65,4.21,6.9,1.57,3.94,5.66
Russia,Premier League,2019/2020,30/11/2019,16:00,Akhmat Grozny,Rubin Kazan,1,1,D,2.03,3.17,4.42,2.18,3.3,4.46,2.01,3.05,4.1
Russia,Premier League,2019/2020,1/12/2019,13:30,Lokomotiv Moscow,Dynamo Moscow,1,2,A,2.56,3.12,3.09,2.56,3.2,3.4,2.45,3,3.07
Russia,Premier League,2019/2020,1/12/2019,16:00,Zenit,Spartak Moscow,1,0,H,1.48,4.55,6.88,1.55,4.55,8.5,1.47,4.25,6.53
Russia,Premier League,2019/2020,2/12/2019,16:30,CSKA Moscow,Arsenal Tula,0,1,A,1.52,4.07,7.43,1.55,4.2,8.5,1.49,3.96,6.86
Russia,Premier League,2019/2020,2/12/2019,16:30,Krasnodar,Tambov,0,0,D,1.36,5.02,9.16,1.4,5.1,9.8,1.37,4.72,8.12
Russia,Premier League,2019/2020,6/12/2019,16:30,Arsenal Tula,Lokomotiv Moscow,4,0,H,3.46,3.12,2.35,3.68,3.4,2.36,3.33,3.08,2.26
Russia,Premier League,2019/2020,6/12/2019,16:30,Zenit,Dynamo Moscow,3,0,H,1.53,4.18,6.81,1.58,4.3,7.3,1.53,3.96,6.22
Russia,Premier League,2019/2020,7/12/2019,11:00,Tambov,Orenburg,3,0,H,2.9,3.13,2.7,2.96,3.45,2.8,2.79,3.09,2.59
Russia,Premier League,2019/2020,7/12/2019,13:30,Krasnodar,CSKA Moscow,1,1,D,2.38,3.34,3.17,2.44,3.5,3.68,2.31,3.24,3.06
Russia,Premier League,2019/2020,7/12/2019,16:00,Akhmat Grozny,Ufa,0,1,A,2.28,2.9,3.88,2.56,3.19,3.95,2.28,2.83,3.62
Russia,Premier League,2019/2020,8/12/2019,11:00,Krylya Sovetov,Ural,2,3,A,2.13,3.36,3.75,2.21,3.38,3.84,2.08,3.23,3.6
Russia,Premier League,2019/2020,8/12/2019,13:30,Sochi,Rubin Kazan,1,1,D,2.49,3.08,3.24,2.54,3.34,3.54,2.39,3.01,3.15
Russia,Premier League,2019/2020,8/12/2019,16:00,Spartak Moscow,FK Rostov,1,4,A,2.16,3.34,3.67,2.34,3.5,3.92,2.13,3.24,3.45
Russia,Premier League,2019/2020,28/2/2020,15:30,Krylya Sovetov,Orenburg,1,1,D,2.82,3.16,2.72,2.96,3.2,2.85,2.75,3.04,2.66
Russia,Premier League,2019/2020,29/2/2020,11:00,CSKA Moscow,Ural,1,1,D,1.35,5.01,9.85,1.4,5.15,13.5,1.34,4.66,9.66
Russia,Premier League,2019/2020,29/2/2020,13:30,Dynamo Moscow,Spartak Moscow,0,2,A,2.65,2.94,3.11,2.75,3.09,3.13,2.6,2.91,2.94
Russia,Premier League,2019/2020,29/2/2020,16:00,Akhmat Grozny,FK Rostov,1,1,D,3.02,3.13,2.57,3.17,3.28,2.65,2.89,3.08,2.52
Russia,Premier League,2019/2020,29/2/2020,16:00,Zenit,Lokomotiv Moscow,0,0,D,1.59,3.82,6.7,1.63,4.1,7.6,1.56,3.79,6.23
Russia,Premier League,2019/2020,1/3/2020,11:00,Tambov,Rubin Kazan,0,0,D,3.49,3.05,2.35,3.76,3.09,2.43,3.37,2.95,2.32
Russia,Premier League,2019/2020,1/3/2020,13:30,Krasnodar,Ufa,2,0,H,1.78,3.2,6,1.81,3.49,6.1,1.75,3.25,5.38
Russia,Premier League,2019/2020,1/3/2020,16:00,Sochi,Arsenal Tula,1,2,A,2.31,3.26,3.33,2.46,3.26,3.56,2.36,3.07,3.14
Russia,Premier League,2019/2020,7/3/2020,11:00,Orenburg,Arsenal Tula,2,0,H,2.29,3.26,3.37,2.42,3.45,3.5,2.25,3.16,3.25
Russia,Premier League,2019/2020,7/3/2020,13:30,Dynamo Moscow,Tambov,1,0,H,1.63,3.91,5.78,1.8,3.97,6.6,1.64,3.68,5.46
Russia,Premier League,2019/2020,8/3/2020,11:00,Rubin Kazan,Krylya Sovetov,0,1,A,2.09,3.16,4.07,2.13,3.2,4.38,2.06,3.09,3.89
Russia,Premier League,2019/2020,8/3/2020,13:30,Sochi,Ural,2,0,H,2.22,3.25,3.55,2.22,3.35,4,2.11,3.21,3.54
Russia,Premier League,2019/2020,8/3/2020,16:00,Lokomotiv Moscow,Akhmat Grozny,1,0,H,1.66,3.62,6.14,1.69,3.8,7.02,1.64,3.51,5.88
Russia,Premier League,2019/2020,9/3/2020,11:00,FK Rostov,CSKA Moscow,3,2,H,2.94,3,2.72,2.98,3.12,2.86,2.81,2.99,2.64
Russia,Premier League,2019/2020,9/3/2020,13:30,Spartak Moscow,Krasnodar,0,1,A,2.26,3.28,3.41,2.35,3.39,3.45,2.24,3.22,3.23
Russia,Premier League,2019/2020,9/3/2020,16:00,Zenit,Ufa,0,0,D,1.33,4.86,12.12,1.38,5,13,1.32,4.63,10.8
